,age,job,marital,education,balance,housing,duration,campaign,approval
1357,29.0,admin.,single,secondary,-194,yes,127.0,1,no
1358,41.0,technician,married,secondary,0,no,101.0,1,no
1359,35.0,housemaid,married,primary,0,yes,340.0,3,no
1360,31.0,technician,single,secondary,1014,yes,158.0,4,no
1361,27.0,admin.,single,tertiary,73,no,242.0,1,no
1362,47.0,services,married,secondary,2597,yes,323.0,1,no
1363,53.0,self-employed,married,tertiary,2627,yes,18.0,30,no
1364,34.0,management,married,tertiary,1906,yes,68.0,3,no
1365,34.0,blue-collar,married,primary,-319,yes,134.0,4,no
1366,36.0,management,married,tertiary,-296,yes,113.0,3,no
1367,40.0,technician,married,secondary,169,yes,43.0,4,no
1368,37.0,self-employed,single,tertiary,556,no,200.0,2,no
1369,65.0,retired,divorced,unknown,300,no,245.0,2,no
1370,53.0,technician,divorced,secondary,751,yes,343.0,4,no
1371,28.0,technician,single,secondary,126,no,229.0,1,no
1372,33.0,technician,divorced,tertiary,-386,yes,530.0,1,no
1373,56.0,blue-collar,married,primary,379,no,58.0,5,no
1374,45.0,self-employed,married,secondary,706,no,78.0,2,no
1375,39.0,technician,married,secondary,9121,no,147.0,1,no
1376,28.0,management,single,tertiary,1466,yes,40.0,1,no
1377,36.0,blue-collar,married,primary,0,yes,618.0,2,no
1378,41.0,blue-collar,married,primary,951,yes,23.0,4,no
1379,46.0,admin.,married,secondary,368,no,293.0,1,yes
1380,41.0,blue-collar,married,secondary,121,yes,16.0,6,no
1381,59.0,services,married,secondary,204,no,286.0,2,no
1382,24.0,admin.,married,secondary,299,yes,209.0,1,no
1383,34.0,management,married,tertiary,4170,yes,935.0,1,no
1384,40.0,blue-collar,married,primary,-335,yes,260.0,1,no
1385,42.0,admin.,married,secondary,3165,yes,298.0,4,no
1386,50.0,services,married,secondary,254,yes,397.0,2,no
1387,25.0,management,single,tertiary,553,yes,113.0,4,no
1388,51.0,services,divorced,secondary,518,yes,76.0,1,no
1389,50.0,management,married,tertiary,85,no,141.0,1,no
1390,37.0,blue-collar,married,unknown,603,yes,773.0,2,no
1391,21.0,services,single,secondary,361,no,329.0,1,no
1392,52.0,blue-collar,married,secondary,-98,yes,423.0,1,no
1393,55.0,retired,married,primary,4424,no,67.0,4,no
1394,26.0,technician,single,secondary,2610,yes,626.0,1,no
1395,38.0,technician,married,tertiary,3234,no,578.0,2,yes
1396,32.0,blue-collar,married,secondary,687,yes,61.0,1,no
1397,31.0,blue-collar,married,secondary,631,yes,248.0,4,no
1398,34.0,technician,single,secondary,341,no,136.0,1,no
1399,33.0,technician,single,tertiary,316,no,126.0,3,no
1400,35.0,technician,married,secondary,2,no,653.0,3,no
1401,44.0,management,married,unknown,415,yes,7.0,7,no
1402,48.0,management,divorced,tertiary,507,yes,528.0,1,no
1403,29.0,blue-collar,married,secondary,912,yes,785.0,1,no
1404,50.0,management,married,tertiary,0,no,243.0,5,no
1405,37.0,blue-collar,married,primary,37,yes,24.0,2,no
1406,44.0,admin.,single,secondary,2524,no,82.0,1,no
1407,36.0,unemployed,single,tertiary,9019,yes,952.0,3,no
1408,49.0,blue-collar,divorced,unknown,39,yes,27.0,5,no
1409,31.0,blue-collar,married,secondary,0,yes,143.0,1,no
1410,49.0,technician,divorced,secondary,265,yes,274.0,6,no
1411,35.0,blue-collar,single,secondary,0,yes,1174.0,1,yes
1412,57.0,admin.,divorced,unknown,4012,no,915.0,1,no
1413,42.0,blue-collar,married,primary,1520,yes,115.0,1,no
1414,36.0,blue-collar,divorced,secondary,-140,yes,222.0,2,no
1415,75.0,retired,divorced,primary,852,no,341.0,1,no
1416,38.0,blue-collar,single,secondary,578,yes,112.0,2,no
1417,40.0,blue-collar,married,primary,0,yes,64.0,2,no
1418,38.0,services,single,secondary,2253,yes,937.0,3,yes
1419,34.0,management,single,tertiary,1171,yes,129.0,1,no
1420,29.0,technician,single,tertiary,452,yes,59.0,1,no
1421,28.0,admin.,married,secondary,-97,yes,79.0,1,no
1422,79.0,retired,married,secondary,4738,no,151.0,5,no
1423,51.0,admin.,divorced,secondary,467,yes,83.0,1,no
1424,32.0,student,single,tertiary,0,no,101.0,5,no
1425,36.0,management,married,tertiary,495,no,157.0,3,yes
1426,38.0,entrepreneur,married,secondary,157,no,57.0,11,no
1427,49.0,self-employed,married,secondary,358,yes,176.0,3,no
1428,42.0,services,married,secondary,292,yes,222.0,3,no
1429,43.0,blue-collar,married,primary,7343,yes,217.0,4,no
1430,34.0,blue-collar,married,secondary,-563,yes,252.0,1,no
1431,59.0,retired,single,secondary,351,yes,1063.0,5,yes
1432,35.0,unknown,married,primary,365,no,41.0,2,no
1433,33.0,blue-collar,single,secondary,13494,yes,27.0,25,no
1434,34.0,admin.,single,secondary,846,yes,758.0,2,no
1435,64.0,retired,married,secondary,1574,no,301.0,3,yes
1436,34.0,entrepreneur,married,tertiary,-28,yes,574.0,1,no
1437,77.0,retired,married,tertiary,0,no,847.0,1,yes
1438,57.0,retired,married,primary,2927,no,78.0,5,no
1439,30.0,blue-collar,married,secondary,501,yes,514.0,1,no
1440,56.0,housemaid,divorced,primary,1238,no,1558.0,1,yes
1441,49.0,unknown,married,unknown,301,no,789.0,2,no
1442,73.0,retired,married,primary,1388,no,146.0,3,no
1443,39.0,technician,single,secondary,102,yes,272.0,2,no
1444,57.0,technician,divorced,primary,13,yes,323.0,2,no
1445,32.0,self-employed,married,secondary,413,yes,712.0,2,no
1446,32.0,technician,single,tertiary,4665,yes,860.0,2,yes
1447,45.0,admin.,married,secondary,638,yes,75.0,9,no
1448,32.0,blue-collar,married,secondary,101,yes,191.0,4,no
1449,31.0,management,married,tertiary,1224,yes,1441.0,2,yes
1450,49.0,self-employed,married,secondary,1103,no,428.0,2,no
1451,29.0,services,married,secondary,3748,no,322.0,3,no
1452,55.0,technician,married,secondary,955,yes,104.0,1,no
1453,30.0,admin.,married,secondary,518,yes,127.0,1,no
1454,45.0,services,single,primary,1893,yes,1259.0,6,yes
1455,39.0,technician,married,tertiary,14,no,114.0,2,no
1456,36.0,admin.,married,secondary,-423,yes,106.0,1,no
1457,33.0,management,married,tertiary,3696,no,305.0,1,no
1458,36.0,management,married,tertiary,2987,yes,307.0,1,yes
1459,31.0,technician,single,secondary,433,no,1504.0,2,no
1460,36.0,technician,married,unknown,756,no,396.0,3,no
1461,38.0,technician,single,tertiary,0,yes,71.0,1,no
1462,33.0,unknown,married,secondary,2727,no,205.0,3,no
1463,40.0,technician,married,secondary,93,yes,134.0,2,no
1464,31.0,blue-collar,married,secondary,1766,no,166.0,2,yes
1465,39.0,services,married,secondary,124,yes,81.0,5,no
1466,33.0,admin.,married,tertiary,69,no,77.0,2,no
1467,53.0,services,divorced,secondary,0,no,80.0,2,yes
1468,38.0,management,married,tertiary,0,yes,537.0,5,no
1469,59.0,technician,married,secondary,259,no,415.0,1,yes
1470,55.0,blue-collar,married,primary,4103,no,291.0,1,no
1471,38.0,technician,single,tertiary,744,yes,283.0,1,no
1472,48.0,services,married,secondary,116,yes,70.0,4,no
1473,53.0,blue-collar,married,secondary,70,yes,611.0,2,no
1474,44.0,admin.,divorced,secondary,432,no,132.0,3,no
1475,57.0,management,married,tertiary,1172,no,26.0,1,no
1476,29.0,blue-collar,single,secondary,9,yes,262.0,3,no
1477,31.0,services,married,secondary,428,yes,272.0,1,no
1478,35.0,technician,single,tertiary,7546,yes,137.0,1,no
1479,31.0,blue-collar,married,primary,620,no,95.0,1,no
1480,35.0,self-employed,married,tertiary,8647,no,140.0,2,no
1481,40.0,management,single,secondary,192,yes,71.0,11,no
1482,39.0,blue-collar,married,secondary,0,yes,502.0,1,no
1483,43.0,technician,single,tertiary,27733,yes,164.0,7,no
1484,44.0,entrepreneur,married,primary,276,yes,219.0,1,no
1485,29.0,technician,single,secondary,113,no,328.0,2,yes
1486,40.0,technician,married,secondary,782,yes,224.0,2,no
1487,33.0,entrepreneur,married,primary,82,yes,63.0,2,no
1488,46.0,management,married,tertiary,1008,no,24.0,13,no
1489,27.0,unknown,single,tertiary,6421,no,147.0,4,no
1490,26.0,admin.,single,secondary,443,no,84.0,3,no
1491,41.0,technician,married,secondary,351,yes,175.0,1,no
1492,34.0,technician,married,tertiary,5060,yes,12.0,21,no
1493,39.0,technician,single,tertiary,-41,no,40.0,15,no
1494,27.0,services,single,secondary,-124,no,217.0,1,no
1495,31.0,blue-collar,married,secondary,79,yes,235.0,11,no
1496,44.0,unemployed,single,secondary,3945,no,255.0,1,no
1497,55.0,retired,married,tertiary,197,no,256.0,1,no
1498,51.0,blue-collar,divorced,primary,837,no,41.0,2,no
1499,50.0,management,married,tertiary,-94,no,75.0,1,no
1500,30.0,services,married,secondary,1743,yes,192.0,4,no
1501,46.0,technician,married,secondary,57,no,796.0,1,yes
1502,49.0,admin.,married,secondary,635,no,220.0,3,no
1503,56.0,retired,married,secondary,-113,yes,614.0,2,no
1504,47.0,admin.,divorced,secondary,225,no,1126.0,4,yes
1505,30.0,admin.,married,secondary,124,no,161.0,2,no
1506,36.0,entrepreneur,single,secondary,475,no,141.0,3,no
1507,40.0,management,married,tertiary,-7,no,697.0,1,no
1508,37.0,technician,single,secondary,375,no,223.0,2,no
1509,42.0,admin.,divorced,secondary,936,no,931.0,1,yes
1510,45.0,technician,married,secondary,1415,yes,483.0,1,no
1511,34.0,unemployed,single,secondary,0,no,63.0,2,no
1512,27.0,admin.,single,secondary,3638,no,271.0,5,no
1513,30.0,blue-collar,married,secondary,-99,yes,144.0,5,no
1514,32.0,technician,married,secondary,167,yes,79.0,3,no
1515,46.0,housemaid,married,primary,19,yes,171.0,1,no
1516,29.0,self-employed,married,tertiary,242,yes,73.0,4,no
1517,53.0,unknown,married,unknown,13,no,69.0,1,no
1518,32.0,technician,married,secondary,286,no,60.0,1,no
1519,49.0,unemployed,married,secondary,769,yes,257.0,1,no
1520,35.0,management,married,tertiary,93,no,198.0,2,no
1521,38.0,blue-collar,married,secondary,1663,yes,217.0,3,no
1522,39.0,entrepreneur,married,primary,238,yes,134.0,1,no
1523,34.0,technician,single,secondary,2178,yes,41.0,1,no
1524,42.0,blue-collar,married,primary,792,yes,611.0,2,no
1525,35.0,blue-collar,single,unknown,871,yes,216.0,3,no
1526,60.0,admin.,married,secondary,1025,no,388.0,8,no
1527,57.0,technician,divorced,secondary,63,yes,242.0,1,no
1528,31.0,blue-collar,single,secondary,16,no,387.0,1,no
1529,29.0,management,single,secondary,417,no,90.0,1,no
1530,41.0,services,married,secondary,3992,yes,281.0,2,no
1531,46.0,blue-collar,married,primary,2749,yes,332.0,1,no
1532,33.0,technician,married,secondary,133,no,218.0,1,yes
1533,32.0,blue-collar,single,secondary,1721,yes,650.0,2,no
1534,54.0,management,divorced,tertiary,2171,yes,1034.0,1,yes
1535,37.0,services,married,secondary,4760,yes,182.0,2,no
1536,32.0,technician,single,secondary,2979,no,156.0,1,no
1537,43.0,management,married,tertiary,690,yes,171.0,3,no
1538,50.0,blue-collar,divorced,secondary,203,yes,265.0,1,no
1539,34.0,blue-collar,married,secondary,322,yes,10.0,3,no
1540,31.0,admin.,divorced,secondary,1210,no,350.0,1,no
1541,43.0,self-employed,married,secondary,634,yes,65.0,1,no
1542,49.0,entrepreneur,married,secondary,273,no,58.0,1,no
1543,22.0,student,single,unknown,47,no,69.0,3,no
1544,35.0,management,married,tertiary,1100,no,127.0,2,no
1545,56.0,admin.,married,secondary,0,yes,154.0,2,no
1546,53.0,blue-collar,married,secondary,0,no,36.0,4,no
1547,54.0,entrepreneur,married,tertiary,1544,no,85.0,7,no
1548,32.0,services,single,unknown,6145,yes,362.0,1,no
1549,41.0,self-employed,married,secondary,28,yes,49.0,1,no
1550,40.0,blue-collar,married,secondary,1012,yes,410.0,1,no
1551,33.0,blue-collar,married,primary,245,yes,253.0,3,no
1552,33.0,management,single,tertiary,1998,no,570.0,1,no
1553,34.0,blue-collar,married,secondary,3990,yes,633.0,7,no
1554,36.0,services,married,secondary,1328,yes,82.0,4,no
1555,34.0,entrepreneur,married,tertiary,412,yes,164.0,1,no
1556,55.0,management,married,primary,229,no,175.0,3,no
1557,28.0,student,single,tertiary,1562,no,659.0,4,yes
1558,29.0,admin.,single,secondary,3432,yes,139.0,2,no
1559,31.0,admin.,single,secondary,144,yes,43.0,11,no
1560,52.0,management,married,tertiary,1339,yes,343.0,5,no
1561,54.0,services,married,unknown,386,no,74.0,1,no
1562,43.0,blue-collar,married,primary,7727,yes,302.0,8,no
1563,55.0,entrepreneur,married,secondary,204,no,455.0,13,no
1564,28.0,blue-collar,divorced,unknown,101,yes,126.0,4,no
1565,45.0,unemployed,divorced,secondary,728,yes,107.0,1,no
1566,45.0,entrepreneur,married,primary,2418,yes,120.0,1,no
1567,51.0,management,married,tertiary,2934,yes,727.0,4,no
1568,42.0,technician,single,secondary,0,yes,275.0,4,no
1569,43.0,unknown,single,unknown,181,no,41.0,1,no
1570,34.0,management,married,tertiary,176,no,61.0,4,no
1571,36.0,blue-collar,married,primary,49,yes,232.0,2,no
1572,37.0,blue-collar,married,secondary,2023,yes,214.0,1,no
1573,50.0,blue-collar,married,secondary,372,yes,21.0,1,no
1574,42.0,management,divorced,unknown,7702,no,138.0,2,yes
1575,34.0,blue-collar,single,primary,464,yes,173.0,1,no
1576,48.0,management,married,secondary,117,yes,635.0,1,no
1577,47.0,admin.,married,secondary,104,yes,77.0,2,no
1578,40.0,management,married,tertiary,1041,yes,73.0,1,no
1579,37.0,management,married,tertiary,539,no,540.0,2,no
1580,38.0,blue-collar,married,primary,0,yes,179.0,2,no
1581,29.0,technician,single,tertiary,406,yes,119.0,1,no
1582,46.0,blue-collar,married,primary,2558,yes,107.0,1,no
1583,26.0,blue-collar,married,secondary,484,yes,48.0,2,no
1584,30.0,services,single,tertiary,3516,yes,447.0,4,no
1585,42.0,blue-collar,married,secondary,5639,yes,430.0,2,no
1586,42.0,management,single,tertiary,100,no,64.0,2,no
1587,31.0,admin.,single,secondary,1306,yes,217.0,5,no
1588,37.0,management,single,tertiary,815,yes,77.0,1,no
1589,26.0,blue-collar,married,secondary,245,yes,16.0,11,no
1590,54.0,blue-collar,married,unknown,191,no,753.0,2,no
1591,70.0,retired,married,secondary,2815,no,125.0,2,no
1592,29.0,self-employed,single,secondary,3672,yes,1210.0,1,no
1593,50.0,services,married,secondary,1572,yes,185.0,1,no
1594,60.0,unemployed,divorced,secondary,385,yes,80.0,1,no
1595,32.0,technician,single,secondary,29,no,156.0,2,no
1596,32.0,technician,married,secondary,84,no,403.0,3,no
1597,34.0,self-employed,single,tertiary,876,yes,145.0,2,no
1598,48.0,services,single,primary,1499,yes,17.0,7,no
1599,25.0,student,married,tertiary,0,yes,160.0,1,no
1600,32.0,management,married,secondary,6217,yes,486.0,2,no
1601,32.0,blue-collar,married,primary,329,yes,321.0,1,no
1602,47.0,admin.,divorced,secondary,162,yes,203.0,4,no
1603,32.0,technician,married,unknown,14533,no,646.0,3,no
1604,49.0,management,single,tertiary,151,yes,97.0,3,yes
1605,53.0,services,married,secondary,-2,yes,144.0,2,no
1606,41.0,blue-collar,single,unknown,4684,no,30.0,6,no
1607,47.0,management,divorced,tertiary,1149,no,82.0,2,no
1608,35.0,blue-collar,married,primary,11,yes,326.0,4,no
1609,33.0,management,single,secondary,8004,no,414.0,3,no
1610,49.0,blue-collar,married,primary,1019,yes,285.0,5,no
1611,46.0,management,divorced,tertiary,1297,no,716.0,3,yes
1612,29.0,management,divorced,tertiary,415,yes,449.0,4,no
1613,58.0,self-employed,married,primary,671,yes,16.0,3,no
1614,40.0,admin.,single,secondary,2378,yes,65.0,1,no
1615,34.0,management,married,tertiary,417,yes,138.0,1,no
1616,60.0,retired,married,primary,71,no,121.0,3,no
1617,43.0,management,married,tertiary,1188,no,140.0,2,no
1618,50.0,blue-collar,married,primary,8139,yes,256.0,6,no
1619,33.0,blue-collar,married,secondary,249,yes,61.0,4,no
1620,37.0,blue-collar,married,primary,689,yes,367.0,2,no
1621,55.0,self-employed,married,secondary,203,yes,9.0,5,no
1622,45.0,blue-collar,single,primary,-183,no,395.0,4,no
1623,47.0,blue-collar,married,primary,3451,no,125.0,2,no
1624,58.0,technician,married,secondary,116,no,580.0,3,no
1625,36.0,services,married,secondary,1746,yes,15.0,1,no
1626,55.0,technician,married,secondary,0,yes,119.0,2,no
1627,31.0,blue-collar,married,secondary,897,yes,26.0,2,no
1628,38.0,technician,married,secondary,821,yes,224.0,2,no
1629,42.0,blue-collar,married,secondary,130,yes,285.0,1,no
1630,32.0,management,divorced,tertiary,1,yes,399.0,4,no
1631,39.0,blue-collar,married,secondary,8,no,88.0,3,no
1632,41.0,technician,married,secondary,55,yes,185.0,4,no
1633,59.0,blue-collar,married,primary,699,no,98.0,1,no
1634,42.0,unemployed,divorced,secondary,759,no,97.0,1,no
1635,33.0,blue-collar,married,secondary,687,yes,72.0,2,no
1636,53.0,retired,married,secondary,4968,no,109.0,1,no
1637,43.0,blue-collar,married,primary,1211,yes,208.0,3,no
1638,39.0,self-employed,single,tertiary,426,no,1029.0,1,yes
1639,27.0,entrepreneur,single,secondary,376,yes,273.0,1,no
1640,39.0,management,married,tertiary,12,yes,130.0,1,no
1641,27.0,blue-collar,single,secondary,23,no,590.0,2,no
1642,33.0,admin.,married,secondary,353,yes,107.0,2,no
1643,29.0,services,divorced,secondary,330,yes,88.0,2,no
1644,33.0,management,divorced,tertiary,0,no,305.0,2,no
1645,41.0,entrepreneur,married,secondary,353,no,90.0,2,no
1646,38.0,technician,single,tertiary,2273,yes,222.0,1,no
1647,30.0,management,married,tertiary,0,yes,127.0,1,no
1648,58.0,unemployed,married,tertiary,744,no,38.0,1,no
1649,37.0,services,single,secondary,608,no,380.0,3,no
1650,36.0,admin.,divorced,secondary,356,yes,244.0,3,no
1651,45.0,blue-collar,married,primary,1291,yes,189.0,17,no
1652,23.0,technician,single,secondary,-306,yes,217.0,2,no
1653,53.0,blue-collar,married,primary,306,no,388.0,3,yes
1654,44.0,blue-collar,married,primary,-312,yes,22.0,3,no
1655,32.0,technician,single,secondary,493,no,289.0,2,no
1656,32.0,management,married,tertiary,71,yes,221.0,8,no
1657,38.0,admin.,married,tertiary,669,yes,129.0,2,no
1658,47.0,blue-collar,married,primary,556,yes,147.0,2,no
1659,34.0,services,single,secondary,84,yes,299.0,1,no
1660,52.0,services,married,secondary,108,yes,543.0,12,no
1661,45.0,admin.,single,secondary,-11,yes,247.0,1,no
1662,50.0,blue-collar,married,primary,1164,yes,166.0,2,no
1663,52.0,blue-collar,divorced,primary,-191,yes,755.0,1,yes
1664,37.0,blue-collar,married,secondary,132,no,336.0,2,no
1665,51.0,blue-collar,married,secondary,2237,yes,619.0,1,no
1666,32.0,management,married,tertiary,4761,yes,159.0,2,no
1667,33.0,blue-collar,married,secondary,-346,yes,29.0,3,no
1668,28.0,unemployed,married,secondary,655,yes,606.0,2,no
1669,66.0,management,married,tertiary,1048,yes,971.0,2,no
1670,31.0,services,single,secondary,0,yes,231.0,2,no
1671,35.0,blue-collar,married,primary,624,yes,163.0,1,no
1672,47.0,services,single,unknown,1784,no,385.0,2,yes
1673,36.0,admin.,single,secondary,1281,no,119.0,2,no
1674,32.0,technician,single,tertiary,569,no,348.0,1,no
1675,34.0,blue-collar,married,primary,1666,yes,30.0,1,no
1676,40.0,admin.,married,secondary,168,yes,249.0,2,no
1677,33.0,self-employed,married,tertiary,263,no,119.0,2,no
1678,39.0,blue-collar,married,secondary,-405,yes,177.0,1,no
1679,38.0,self-employed,married,secondary,279,yes,110.0,5,no
